Time (s),Channel 1 (V)
-1.10225,-0.00689029395235
-1.102,-0.010624667788989
-1.10175,-0.010964156319593
-1.1015,-0.017074949870457
-1.10125,-0.017074949870457
-1.101,-0.022167277829511
-1.10075,-0.022506766360115
-1.1005,-0.027599094319168
-1.10025,-0.027938582849772
-1.1,-0.03438886493124
-1.09975,-0.033709887870033
-1.0995,-0.037444261706672
-1.09925,-0.034049376400636
-1.099,-0.035746819053654
-1.09875,-0.032351933747618
-1.0985,-0.035067841992447
-1.09825,-0.030993979625204
-1.098,-0.033030910808826
-1.09775,-0.029296536972186
-1.0975,-0.031333468155808
-1.09725,-0.026580628727358
-1.097,-0.028957048441583
-1.09675,-0.023864720482529
-1.0965,-0.025222674604943
-1.09625,-0.019790858115286
-1.096,-0.020130346645889
-1.09575,-0.015038018686836
-1.0955,-0.016056484278646
-1.09525,-0.012661598972611
-1.095,-0.014019553095025
-1.09475,-0.010624667788989
-1.0945,-0.011982621911403
-1.09425,-0.008927225135971
-1.094,-0.011303644850196
-1.09375,-0.009606202197178
-1.0935,-0.011982621911403
-1.09325,-0.010285179258386
-1.093,-0.010964156319593
-1.09275,-0.008248248074764
-1.0925,-0.00790875954416
-1.09225,-0.004513874238125
-1.092,-0.003495408646314
-1.09175,0.000578453720929
-1.0915,0.00159691931274
-1.09125,0.004991804618776
-1.091,0.004991804618776
-1.09075,0.007028735802397
-1.0905,0.004991804618776
-1.09025,0.005331293149379
-1.09,0.003633850496361
-1.08975,0.004312827557569
-1.0895,0.003633850496361
-1.08925,0.004991804618776
-1.089,0.005670781679983
-1.08875,0.009744644047226
-1.0885,0.012121063761451
-1.08825,0.013139529353262
-1.088,0.01110259816964
-1.08775,0.008726178455415
-1.0875,0.004652316088172
-1.08725,-0.001458477462692
-1.087,-0.00689029395235
-1.08675,-0.010964156319593
-1.0865,-0.009945690727782
-1.08625,-0.008587736605368
-1.086,-0.004174385707521
-1.08575,-0.001797965993296
-1.0855,0.001257430782136
-1.08525,0.002615384904551
-1.085,0.005670781679983
-1.08475,0.006010270210586
-1.0845,0.007368224333001
-1.08425,0.005670781679983
-1.084,0.004991804618776
-1.08375,0.001936407843344
-1.0835,0.000917942251533
-1.08325,-0.003495408646314
-1.083,-0.003834897176917
-1.08275,-0.008248248074764
-1.0825,-0.007569271013557
-1.08225,-0.013001087503214
-1.082,-0.013680064564421
-1.08175,-0.019451369584682
-1.0815,-0.019790858115286
-1.08125,-0.024204209013132
-1.081,-0.023525231951925
-1.08075,-0.027938582849772
-1.0805,-0.028278071380375
-1.08025,-0.033709887870033
-1.08,-0.036086307584258
-1.07975,-0.042536589665726
-1.0795,-0.040499658482104
-1.07925,-0.041857612604519
-1.079,-0.038123238767879
-1.07875,-0.040839147012708
-1.0785,-0.036765284645465
-1.07825,-0.037104773176069
-1.078,-0.032012445217015
-1.07775,-0.031672956686411
-1.0775,-0.027938582849772
-1.07725,-0.028957048441583
-1.077,-0.025562163135547
-1.07675,-0.027599094319168
-1.0765,-0.023185743421322
-1.07625,-0.022846254890718
-1.076,-0.017074949870457
-1.07575,-0.017074949870457
-1.0755,-0.013340576033818
-1.07525,-0.014019553095025
-1.075,-0.010964156319593
-1.07475,-0.0116431333808
-1.0745,-0.006550805421746
-1.07425,-0.006211316891142
-1.074,-0.000440011870882
-1.07375,0.000578453720929
-1.0735,0.006689247271794
-1.07325,0.007028735802397
-1.073,0.012121063761451
-1.07275,0.01008413257783
-1.0725,0.013479017883865
-1.07225,0.01008413257783
-1.072,0.010763109639037
-1.07175,0.005331293149379
-1.0715,0.004991804618776
-1.07125,0.000917942251533
-1.071,0.002615384904551
-1.07075,0.001936407843344
-1.0705,0.007028735802397
-1.07025,0.008726178455415
-1.07,0.014157994945073
-1.06975,0.015515949067487
-1.0695,0.018910834373523
-1.06925,0.017552880251108
-1.069,0.018231857312316
-1.06875,0.016194926128694
-1.0685,0.017552880251108
-1.06825,0.015176460536883
-1.068,0.01483697200628
-1.06775,0.012121063761451
-1.0675,0.010763109639037
-1.06725,0.008386689924812
-1.067,0.007707712863604
-1.06675,0.004652316088172
-1.0665,0.004312827557569
-1.06625,0.003294361965758
-1.066,0.003973339026965
-1.06575,0.002615384904551
-1.0655,0.003973339026965
-1.06525,0.004312827557569
-1.065,0.004652316088172
-1.06475,0.004991804618776
-1.0645,0.004312827557569
-1.06425,0.004312827557569
-1.064,-0.001118988932089
-1.06375,-0.004174385707521
-1.0635,-0.009606202197178
-1.06325,-0.011303644850196
-1.063,-0.014359041625629
-1.06275,-0.016735461339854
-1.0625,-0.019451369584682
-1.06225,-0.020130346645889
-1.062,-0.022506766360115
-1.06175,-0.023525231951925
-1.0615,-0.025562163135547
-1.06125,-0.026241140196754
-1.061,-0.027259605788565
-1.06075,-0.026580628727358
-1.0605,-0.027599094319168
-1.06025,-0.028617559910979
-1.06,-0.033030910808826
-1.05975,-0.034728353461844
-1.0595,-0.036765284645465
-1.05925,-0.035407330523051
-1.059,-0.035407330523051
-1.05875,-0.034049376400636
-1.0585,-0.036425796114861
-1.05825,-0.03438886493124
-1.058,-0.035746819053654
-1.05775,-0.032012445217015
-1.0575,-0.032691422278222
-1.05725,-0.028957048441583
-1.057,-0.030654491094601
-1.05675,-0.026920117257961
-1.0565,-0.028278071380375
-1.05625,-0.024543697543736
-1.056,-0.025562163135547
-1.05575,-0.022167277829511
-1.0555,-0.024204209013132
-1.05525,-0.0211488122377
-1.055,-0.023185743421322
-1.05475,-0.018432903992872
-1.0545,-0.019451369584682
-1.05425,-0.013340576033818
-1.054,-0.014359041625629
-1.05375,-0.009266713666575
-1.0535,-0.010624667788989
-1.05325,-0.008248248074764
-1.053,-0.0116431333808
-1.05275,-0.009606202197178
-1.0525,-0.012322110442007
-1.05225,-0.008927225135971
-1.052,-0.010285179258386
-1.05175,-0.005532339829935
-1.0515,-0.005871828360539
-1.05125,-0.000779500401485
-1.051,-0.0021374545239
-1.05075,0.002954873435154
-1.0505,0.00159691931274
-1.05025,0.007368224333001
-1.05,0.006689247271794
-1.04975,0.01110259816964
-1.0495,0.008726178455415
-1.04925,0.01008413257783
-1.049,0.005670781679983
-1.04875,0.008047201394208
-1.0485,0.006010270210586
-1.04825,0.01008413257783
-1.048,0.008047201394208
-1.04775,0.01110259816964
-1.0475,0.009065666986019
-1.04725,0.013139529353262
-1.047,0.01110259816964
-1.04675,0.014497483475676
-1.0465,0.010763109639037
-1.04625,0.013479017883865
-1.046,0.013139529353262
-1.04575,0.016873903189901
-1.0455,0.014497483475676
-1.04525,0.01585543759809
-1.045,0.01008413257783
-1.04475,0.009065666986019
-1.0445,0.002954873435154
-1.04425,0.002615384904551
-1.044,-0.000779500401485
-1.04375,0.001257430782136
-1.0435,-0.0021374545239
-1.04325,-0.002476943054503
-1.043,-0.005871828360539
-1.04275,-0.006211316891142
-1.0425,-0.013001087503214
-1.04225,-0.014359041625629
-1.042,-0.019111881054079
-1.04175,-0.021827789298907
-1.0415,-0.026241140196754
-1.04125,-0.027938582849772
-1.041,-0.031333468155808
-1.04075,-0.033370399339429
-1.0405,-0.036425796114861
-1.04025,-0.036765284645465
-1.04,-0.037104773176069
-1.03975,-0.03438886493124
-1.0395,-0.033370399339429
-1.03925,-0.030654491094601
-1.039,-0.028617559910979
-1.03875,-0.027599094319168
-1.0385,-0.027599094319168
-1.03825,-0.026241140196754
-1.038,-0.026920117257961
-1.03775,-0.02590165166615
-1.0375,-0.02590165166615
-1.03725,-0.025562163135547
-1.037,-0.025222674604943
-1.03675,-0.024204209013132
-1.0365,-0.022167277829511
-1.03625,-0.020809323707097
-1.036,-0.017414438401061
-1.03575,-0.01639597280925
-1.0355,-0.013340576033818
-1.03525,-0.011982621911403
-1.035,-0.009606202197178
-1.03475,-0.008587736605368
-1.0345,-0.005192851299332
-1.03425,-0.004853362768728
-1.034,-0.0021374545239
-1.03375,-0.002816431585107
-1.0335,-0.000779500401485
-1.03325,-0.00315592011571
-1.033,-0.001118988932089
-1.03275,-0.004174385707521
-1.0325,-0.001118988932089
-1.03225,-0.001797965993296
-1.032,0.002275896373947
-1.03175,0.000238965190326
-1.0315,0.002615384904551
-1.03125,0.000578453720929
-1.031,0.003973339026965
-1.03075,0.002275896373947
-1.0305,0.004312827557569
-1.03025,0.002275896373947
-1.03,0.005331293149379
-1.02975,0.003294361965758
-1.0295,0.004991804618776
-1.02925,0.001936407843344
-1.029,0.002615384904551
-1.02875,0.000578453720929
-1.0285,0.004652316088172
-1.02825,0.003973339026965
-1.028,0.007368224333001
-1.02775,0.004991804618776
-1.0275,0.007368224333001
-1.02725,0.004991804618776
-1.027,0.008047201394208
-1.02675,0.004652316088172
-1.0265,0.00634975874119
-1.02625,0.003294361965758
-1.026,0.006010270210586
-1.02575,0.004312827557569
-1.0255,0.004991804618776
-1.02525,0.002275896373947
-1.025,0.001936407843344
-1.02475,-0.003495408646314
-1.0245,-0.005532339829935
-1.02425,-0.010624667788989
-1.024,-0.011303644850196
-1.02375,-0.015038018686836
-1.0235,-0.014359041625629
-1.02325,-0.018772392523475
-1.023,-0.019111881054079
-1.02275,-0.023864720482529
-1.0225,-0.022506766360115
-1.02225,-0.024204209013132
-1.022,-0.020809323707097
-1.02175,-0.024543697543736
-1.0215,-0.024543697543736
-1.02125,-0.02963602550279
-1.021,-0.028957048441583
-1.02075,-0.031333468155808
-1.0205,-0.02963602550279
-1.02025,-0.032351933747618
-1.02,-0.032012445217015
-1.01975,-0.035407330523051
-1.0195,-0.033709887870033
-1.01925,-0.036425796114861
-1.019,-0.038123238767879
-1.01875,-0.042197101135122
-1.0185,-0.042536589665726
-1.01825,-0.044573520849347
-1.018,-0.043555055257537
-1.01775,-0.042197101135122
-1.0175,-0.037783750237276
-1.01725,-0.035746819053654
-1.017,-0.034728353461844
-1.01675,-0.031333468155808
-1.0165,-0.026580628727358
-1.01625,-0.020130346645889
-1.016,-0.016735461339854
-1.01575,-0.013001087503214
-1.0155,-0.010964156319593
-1.01525,-0.009266713666575
-1.015,-0.008587736605368
-1.01475,-0.007569271013557
-1.0145,-0.00689029395235
-1.01425,-0.005192851299332
-1.014,-0.004853362768728
-1.01375,-0.002816431585107
-1.0135,-0.001458477462692
-1.01325,0.000917942251533
-1.013,0.003294361965758
-1.01275,0.005331293149379
-1.0125,0.006689247271794
-1.01225,0.007707712863604
-1.012,0.007028735802397
-1.01175,0.007707712863604
-1.0115,0.005331293149379
-1.01125,0.004652316088172
-1.011,0.002615384904551
-1.01075,0.002615384904551
-1.0105,0.000917942251533
-1.01025,0.001257430782136
-1.01,0.000917942251533
-1.00975,0.004312827557569
-1.0095,0.004991804618776
-1.00925,0.007707712863604
-1.009,0.004991804618776
-1.00875,0.006689247271794
-1.0085,0.004991804618776
-1.00825,0.007707712863604
-1.008,0.005331293149379
-1.00775,0.007368224333001
-1.0075,0.006689247271794
-1.00725,0.012121063761451
-1.007,0.012460552292055
-1.00675,0.018231857312316
-1.0065,0.017213391720505
-1.00625,0.021626742618351
-1.006,0.020268788495937
-1.00575,0.022305719679559
-1.0055,0.016534414659298
-1.00525,0.016194926128694
-1.005,0.009405155516622
-1.00475,0.008386689924812
-1.0045,0.002615384904551
-1.00425,0.003973339026965
-1.004,-0.000100523340278
-1.00375,0.00159691931274
-1.0035,-0.004174385707521
-1.00325,-0.004174385707521
-1.003,-0.0116431333808
-1.00275,-0.011982621911403
-1.0025,-0.018772392523475
-1.00225,-0.018432903992872
-1.002,-0.023525231951925
-1.00175,-0.022167277829511
-1.0015,-0.025562163135547
-1.00125,-0.022506766360115
-1.001,-0.02590165166615
-1.00075,-0.024204209013132
-1.0005,-0.028278071380375
-1.00025,-0.027599094319168
-1,-0.035067841992447
-0.99975,-0.034728353461844
-0.9995,-0.03914170435969
-0.99925,-0.035407330523051
-0.999,-0.038123238767879
-0.99875,-0.034728353461844
-0.9985,-0.036425796114861
-0.99825,-0.033030910808826
-0.998,-0.035407330523051
-0.99775,-0.032012445217015
-0.9975,-0.03438886493124
-0.99725,-0.029296536972186
-0.997,-0.02963602550279
-0.99675,-0.023864720482529
-0.9965,-0.023185743421322
-0.99625,-0.017753926931664
-0.996,-0.018772392523475
-0.99575,-0.015038018686836
-0.9955,-0.017074949870457
-0.99525,-0.014698530156232
-0.995,-0.017753926931664
-0.99475,-0.012322110442007
-0.9945,-0.0116431333808
-0.99425,-0.005192851299332
-0.994,-0.004174385707521
-0.99375,0.000917942251533
-0.9935,0.001257430782136
-0.99325,0.001936407843344
-0.993,0.002275896373947
-0.99275,0.005331293149379
-0.9925,0.008386689924812
-0.99225,0.010763109639037
-0.992,0.009744644047226
-0.99175,0.01110259816964
-0.9915,0.008726178455415
-0.99125,0.008726178455415
-0.991,0.007368224333001
-0.99075,0.007707712863604
-0.9905,0.00634975874119
-0.99025,0.007368224333001
-0.99,0.00634975874119
-0.98975,0.008047201394208
-0.9895,0.008047201394208
-0.98925,0.009405155516622
-0.989,0.008047201394208
-0.98875,0.009405155516622
-0.9885,0.01008413257783
-0.98825,0.010763109639037
-0.988,0.01008413257783
-0.98775,0.008726178455415
-0.9875,0.007368224333001
-0.98725,0.007028735802397
-0.987,0.00634975874119
-0.98675,0.004991804618776
-0.9865,0.004991804618776
-0.98625,0.002615384904551
-0.986,0.002954873435154
-0.98575,0.001936407843344
-0.9855,0.002954873435154
-0.98525,0.003633850496361
-0.985,0.004991804618776
-0.98475,0.003633850496361
-0.9845,0.003294361965758
-0.98425,0.001257430782136
-0.984,0.00159691931274
-0.98375,-0.001458477462692
-0.9835,-0.000779500401485
-0.98325,-0.004174385707521
-0.983,-0.004513874238125
-0.98275,-0.009266713666575
-0.9825,-0.010964156319593
-0.98225,-0.018093415462268
-0.982,-0.020130346645889
-0.98175,-0.027259605788565
-0.9815,-0.027259605788565
-0.98125,-0.030315002563997
-0.981,-0.027599094319168
-0.98075,-0.028617559910979
-0.9805,-0.025562163135547
-0.98025,-0.029975514033393
-0.98,-0.030654491094601
-0.97975,-0.035067841992447
-0.9795,-0.033709887870033
-0.97925,-0.036086307584258
-0.979,-0.032691422278222
-0.97875,-0.034728353461844
-0.9785,-0.032691422278222
-0.97825,-0.035407330523051
-0.978,-0.033370399339429
-0.97775,-0.035407330523051
-0.9775,-0.033030910808826
-0.97725,-0.034728353461844
-0.977,-0.032691422278222
-0.97675,-0.034049376400636
-0.9765,-0.029296536972186
-0.97625,-0.028617559910979
-0.976,-0.023185743421322
-0.97575,-0.022846254890718
-0.9755,-0.017414438401061
-0.97525,-0.016056484278646
-0.975,-0.010285179258386
-0.97475,-0.009945690727782
-0.9745,-0.006550805421746
-0.97425,-0.00689029395235
-0.974,-0.002816431585107
-0.97375,-0.002476943054503
-0.9735,0.002275896373947
-0.97325,0.00159691931274
-0.973,0.005331293149379
-0.97275,0.003294361965758
-0.9725,0.007028735802397
-0.97225,0.005331293149379
-0.972,0.009405155516622
-0.97175,0.008386689924812
-0.9715,0.011442086700244
-0.97125,0.009065666986019
-0.971,0.010423621108433
-0.97075,0.008386689924812
-0.9705,0.01008413257783
-0.97025,0.008047201394208
-0.97,0.010763109639037
-0.96975,0.01008413257783
-0.9695,0.011442086700244
-0.96925,0.007028735802397
-0.969,0.005670781679983
-0.96875,0.005331293149379
-0.9685,0.007368224333001
-0.96825,0.007707712863604
-0.968,0.009405155516622
-0.96775,0.008726178455415
-0.9675,0.009744644047226
-0.96725,0.00634975874119
-0.967,0.005331293149379
-0.96675,0.003973339026965
-0.9665,0.004312827557569
-0.96625,0.004991804618776
-0.966,0.004652316088172
-0.96575,0.004312827557569
-0.9655,0.002615384904551
-0.96525,0.001936407843344
-0.965,-0.000100523340278
-0.96475,-0.001118988932089
-0.9645,-0.00315592011571
-0.96425,-0.004174385707521
-0.964,-0.007229782482953
-0.96375,-0.008927225135971
-0.9635,-0.013340576033818
-0.96325,-0.016056484278646
-0.963,-0.020809323707097
-0.96275,-0.023185743421322
-0.9625,-0.027259605788565
-0.96225,-0.027938582849772
-0.962,-0.030315002563997
-0.96175,-0.030993979625204
-0.9615,-0.033370399339429
-0.96125,-0.034728353461844
-0.961,-0.037783750237276
-0.96075,-0.039820681420897
-0.9605,-0.04287607819633
-0.96025,-0.043555055257537
-0.96,-0.046270963502365
-0.95975,-0.044913009379951
-0.9595,-0.045591986441158
-0.95925,-0.043215566726933
-0.959,-0.043215566726933
-0.95875,-0.040160169951501
-0.9585,-0.040839147012708
-0.95825,-0.036425796114861
-0.958,-0.036765284645465
-0.95775,-0.031672956686411
-0.9575,-0.031672956686411
-0.95725,-0.025562163135547
-0.957,-0.025222674604943
-0.95675,-0.018432903992872
-0.9565,-0.017753926931664
-0.95625,-0.011982621911403
-0.956,-0.013001087503214
-0.95575,-0.009266713666575
-0.9555,-0.011982621911403
-0.95525,-0.008248248074764
-0.955,-0.010624667788989
-0.95475,-0.007229782482953
-0.9545,-0.008927225135971
-0.95425,-0.005192851299332
-0.954,-0.009266713666575
-0.95375,-0.00689029395235
-0.9535,-0.010964156319593
-0.95325,-0.007569271013557
-0.953,-0.010624667788989
-0.95275,-0.00790875954416
-0.9525,-0.009606202197178
-0.95225,-0.005871828360539
-0.952,-0.009266713666575
-0.95175,-0.006550805421746
-0.9515,-0.008587736605368
-0.95125,-0.004853362768728
-0.951,-0.005871828360539
-0.95075,0.000238965190326
-0.9505,-0.000100523340278
-0.95025,0.003294361965758
-0.95,0.000917942251533
-0.94975,0.003973339026965
-0.9495,-0.001797965993296
-0.94925,-0.000779500401485
-0.949,-0.004853362768728
-0.94875,-0.000779500401485
-0.9485,-0.000779500401485
-0.94825,0.004652316088172
-0.948,0.002275896373947
-0.94775,0.006010270210586
-0.9475,0.002275896373947
-0.94725,0.005331293149379
-0.947,0.002275896373947
-0.94675,0.004991804618776
-0.9465,0.001936407843344
-0.94625,0.005331293149379
-0.946,0.002954873435154
-0.94575,0.006689247271794
-0.9455,0.002615384904551
-0.94525,0.002615384904551
-0.945,-0.002816431585107
-0.94475,-0.004174385707521
-0.9445,-0.010285179258386
-0.94425,-0.011982621911403
-0.944,-0.019451369584682
-0.94375,-0.019111881054079
-0.9435,-0.021488300768304
-0.94325,-0.018432903992872
-0.943,-0.0211488122377
-0.94275,-0.020809323707097
-0.9425,-0.024543697543736
-0.94225,-0.024543697543736
-0.942,-0.026920117257961
-0.94175,-0.027938582849772
-0.9415,-0.029975514033393
-0.94125,-0.030654491094601
-0.941,-0.033030910808826
-0.94075,-0.033370399339429
-0.9405,-0.036086307584258
-0.94025,-0.036765284645465
-0.94,-0.039481192890294
-0.93975,-0.03914170435969
-0.9395,-0.037783750237276
-0.93925,-0.035746819053654
-0.939,-0.035067841992447
-0.93875,-0.034728353461844
-0.9385,-0.035746819053654
-0.93825,-0.036425796114861
-0.938,-0.035746819053654
-0.93775,-0.03438886493124
-0.9375,-0.032691422278222
-0.93725,-0.030654491094601
-0.937,-0.029975514033393
-0.93675,-0.029296536972186
-0.9365,-0.027938582849772
-0.93625,-0.027259605788565
-0.936,-0.024543697543736
-0.93575,-0.025562163135547
-0.9355,-0.023185743421322
-0.93525,-0.022167277829511
-0.935,-0.018772392523475
-0.93475,-0.017074949870457
-0.9345,-0.013680064564421
-0.93425,-0.011982621911403
-0.934,-0.008248248074764
-0.93375,-0.008248248074764
-0.9335,-0.004513874238125
-0.93325,-0.005532339829935
-0.933,-0.0021374545239
-0.93275,-0.003834897176917
-0.9325,-0.000440011870882
-0.93225,-0.002476943054503
-0.932,0.001257430782136
-0.93175,0.000238965190326
-0.9315,0.002615384904551
-0.93125,-0.000100523340278
-0.931,0.001936407843344
-0.93075,-0.000779500401485
-0.9305,0.00159691931274
-0.93025,0.000238965190326
-0.93,0.003973339026965
-0.92975,0.003294361965758
-0.9295,0.006689247271794
-0.92925,0.003294361965758
-0.929,0.004312827557569
-0.92875,0.000238965190326
-0.9285,0.000578453720929
-0.92825,-0.004174385707521
-0.928,-0.003834897176917
-0.92775,-0.008587736605368
-0.9275,-0.007569271013557
-0.92725,-0.010285179258386
-0.927,-0.00790875954416
-0.92675,-0.009945690727782
-0.9265,-0.005871828360539
-0.92625,-0.006550805421746
-0.926,-0.003834897176917
-0.92575,-0.006550805421746
-0.9255,-0.005871828360539
-0.92525,-0.008587736605368
-0.925,-0.008248248074764
-0.92475,-0.0116431333808
-0.9245,-0.0116431333808
-0.92425,-0.015716995748043
-0.924,-0.016735461339854
-0.92375,-0.021488300768304
-0.9235,-0.021827789298907
-0.92325,-0.027599094319168
-0.923,-0.026241140196754
-0.92275,-0.027938582849772
-0.9225,-0.02590165166615
-0.92225,-0.028617559910979
-0.922,-0.027259605788565
-0.92175,-0.030993979625204
-0.9215,-0.029296536972186
-0.92125,-0.035067841992447
-0.921,-0.033370399339429
-0.92075,-0.036086307584258
-0.9205,-0.032691422278222
-0.92025,-0.037444261706672
-0.92,-0.040160169951501
-0.91975,-0.045252497910555
-0.9195,-0.046949940563572
-0.91925,-0.049665848808401
-0.919,-0.048307894685987
-0.91875,-0.049665848808401
-0.9185,-0.04762891762478
-0.91825,-0.04762891762478
-0.918,-0.045931474971762
-0.91775,-0.044913009379951
-0.9175,-0.04287607819633
-0.91725,-0.040839147012708
-0.917,-0.039820681420897
-0.91675,-0.037104773176069
-0.9165,-0.034049376400636
-0.91625,-0.029296536972186
-0.916,-0.02590165166615
-0.91575,-0.022846254890718
-0.9155,-0.021827789298907
-0.91525,-0.020130346645889
-0.915,-0.019451369584682
-0.91475,-0.018772392523475
-0.9145,-0.019111881054079
-0.91425,-0.017414438401061
-0.914,-0.018093415462268
-0.91375,-0.016056484278646
-0.9135,-0.01639597280925
-0.91325,-0.015377507217439
-0.913,-0.015716995748043
-0.91275,-0.014359041625629
-0.9125,-0.014019553095025
-0.91225,-0.011982621911403
-0.912,-0.011982621911403
-0.91175,-0.010285179258386
-0.9115,-0.010624667788989
-0.91125,-0.008927225135971
-0.911,-0.009606202197178
-0.91075,-0.008248248074764
-0.9105,-0.008927225135971
-0.91025,-0.007229782482953
-0.91,-0.00790875954416
-0.90975,-0.004174385707521
-0.9095,-0.006550805421746
-0.90925,-0.004853362768728
-0.909,-0.008927225135971
-0.90875,-0.00790875954416
-0.9085,-0.009606202197178
-0.90825,-0.00689029395235
-0.908,-0.00689029395235
-0.90775,-0.003834897176917
-0.9075,-0.005192851299332
-0.90725,-0.002476943054503
-0.907,-0.004513874238125
-0.90675,-0.0021374545239
-0.9065,-0.005871828360539
-0.90625,-0.00315592011571
-0.906,-0.005192851299332
-0.90575,-0.002476943054503
-0.9055,-0.00689029395235
-0.90525,-0.005192851299332
-0.905,-0.009606202197178
-0.90475,-0.008248248074764
-0.9045,-0.013340576033818
-0.90425,-0.011303644850196
-0.904,-0.016735461339854
-0.90375,-0.015038018686836
-0.9035,-0.020130346645889
-0.90325,-0.018772392523475
-0.903,-0.023864720482529
-0.90275,-0.023525231951925
-0.9025,-0.02963602550279
-0.90225,-0.030654491094601
-0.902,-0.037104773176069
-0.90175,-0.036086307584258
-0.9015,-0.038462727298483
-0.90125,-0.03438886493124
-0.901,-0.037104773176069
-0.90075,-0.034049376400636
-0.9005,-0.038123238767879
-0.90025,-0.037104773176069
-0.9,-0.044234032318744
-0.89975,-0.041857612604519
-0.8995,-0.045591986441158
-0.89925,-0.042197101135122
-0.899,-0.045591986441158
-0.89875,-0.04389454378814
-0.8985,-0.047289429094176
-0.89825,-0.044913009379951
-0.898,-0.050344825869608
-0.89775,-0.046949940563572
-0.8975,-0.049326360277798
-0.89725,-0.043215566726933
-0.897,-0.045591986441158
-0.89675,-0.041178635543312
-0.8965,-0.041857612604519
-0.89625,-0.035746819053654
-0.896,-0.033709887870033
-0.89575,-0.027938582849772
-0.8955,-0.027599094319168
-0.89525,-0.023864720482529
-0.895,-0.02590165166615
-0.89475,-0.023185743421322
-0.8945,-0.02488318607434
-0.89425,-0.020130346645889
-0.894,-0.019451369584682
-0.89375,-0.015038018686836
-0.8935,-0.015038018686836
-0.89325,-0.013001087503214
-0.893,-0.014019553095025
-0.89275,-0.012322110442007
-0.8925,-0.011982621911403
-0.89225,-0.010964156319593
-0.892,-0.012661598972611
-0.89175,-0.013680064564421
-0.8915,-0.014698530156232
-0.89125,-0.013340576033818
-0.891,-0.014019553095025
-0.89075,-0.012322110442007
-0.8905,-0.013340576033818
-0.89025,-0.011982621911403
-0.89,-0.012661598972611
-0.88975,-0.009945690727782
-0.8895,-0.010285179258386
-0.88925,-0.011303644850196
-0.889,-0.013340576033818
-0.88875,-0.014359041625629
-0.8885,-0.015377507217439
-0.88825,-0.015038018686836
